State,District,Crop,Year,Area,Production,Yield,Year_Order,Years_ Available,Complete_4_year_history,Previous_Yield,Previous_yield_percentage,Previous_area,Previous_Area_Percentage,Previous_Production,Production_Change_Pct,History_avg_yield,Yield_Deviation_Pct
Haryana,Hisar,Rice,2021-22,0.83,2.39,2882.0,2021,4,True,,,,,,,,
Haryana,Hisar,Rice,2022-23,0.98,3.04,3096.0,2022,4,True,2882.0,7.425399028452463,0.83,18.07228915662651,2.39,27.196652719665266,2882.0,7.425399028452463
Haryana,Hisar,Rice,2023-24,1.05,3.31,3156.0,2023,4,True,3096.0,1.937984496124031,0.98,7.1428571428571495,3.04,8.881578947368421,2989.0,5.587152893944463
Haryana,Hisar,Rice,2024-25,1.11,3.62,3248.0,2024,4,True,3156.0,2.915082382762991,1.05,5.714285714285719,3.31,9.365558912386708,3044.6666666666665,6.678344646376182
Haryana,Hisar,Wheat,2021-22,2.07,9.61,4644.0,2021,4,True,,,,,,,,
Haryana,Hisar,Wheat,2022-23,2.08,10.39,4990.0,2022,4,True,4644.0,7.450473729543497,2.07,0.48309178743962466,9.61,8.116545265348607,4644.0,7.450473729543497
Haryana,Hisar,Wheat,2023-24,2.33,10.6,4546.0,2023,4,True,4990.0,-8.897795591182364,2.08,12.019230769230768,10.39,2.021174205967267,4817.0,-5.6259082416441775
Haryana,Hisar,Wheat,2024-25,2.24,10.96,4883.0,2024,4,True,4546.0,7.41311042674879,2.33,-3.8626609442060027,10.6,3.3962264150943513,4726.666666666667,3.3074753173483713
Haryana,Jhajjar,Maize,2021-22,0.0,0.0,3120.0,2021,4,True,,,,,,,,
Haryana,Jhajjar,Maize,2022-23,0.0,0.0,3333.0,2022,4,True,3120.0,6.826923076923077,0.0,,0.0,,3120.0,6.826923076923077
Haryana,Jhajjar,Maize,2023-24,0.0,0.0,3685.0,2023,4,True,3333.0,10.561056105610561,0.0,,0.0,,3226.5,14.21044475437781
Haryana,Jhajjar,Maize,2024-25,0.0,0.0,3714.0,2024,4,True,3685.0,0.7869742198100407,0.0,,0.0,,3379.3333333333335,9.903333990925226
Haryana,Jhajjar,Rice,2021-22,0.39,1.04,2685.0,2021,4,True,,,,,,,,
Haryana,Jhajjar,Rice,2022-23,0.53,1.49,2791.0,2022,4,True,2685.0,3.9478584729981376,0.39,35.8974358974359,1.04,43.26923076923077,2685.0,3.9478584729981376
Haryana,Jhajjar,Rice,2023-24,0.55,1.52,2781.0,2023,4,True,2791.0,-0.35829451809387314,0.53,3.7735849056603805,1.49,2.0134228187919483,2738.0,1.5704894083272463
Haryana,Jhajjar,Rice,2024-25,0.58,1.82,3169.0,2024,4,True,2781.0,13.951815893563465,0.55,5.454545454545439,1.52,19.73684210526316,2752.3333333333335,15.138670219207938
Haryana,Jhajjar,Wheat,2021-22,0.8,3.53,4400.0,2021,4,True,,,,,,,,
Haryana,Jhajjar,Wheat,2022-23,0.95,4.12,4355.0,2022,4,True,4400.0,-1.0227272727272727,0.8,18.74999999999999,3.53,16.713881019830037,4400.0,-1.0227272727272727
Haryana,Jhajjar,Wheat,2023-24,0.93,4.39,4715.0,2023,4,True,4355.0,8.266360505166476,0.95,-2.105263157894727,4.12,6.553398058252418,4377.5,7.709880068532267
Haryana,Jhajjar,Wheat,2024-25,0.98,4.5,4616.0,2024,4,True,4715.0,-2.099681866383881,0.93,5.376344086021498,4.39,2.5056947608200533,4490.0,2.8062360801781736
Haryana,Jind,Maize,2021-22,0.0,0.0,3333.0,2021,3,False,,,,,,,,
Haryana,Jind,Maize,2022-23,0.0,0.0,3000.0,2022,3,False,3333.0,-9.99099909990999,0.0,,0.0,,3333.0,-9.99099909990999
Haryana,Jind,Maize,2024-25,0.0,0.0,3714.0,2024,3,False,3000.0,23.799999999999997,0.0,,0.0,,3166.5,17.290383704405496
Haryana,Jind,Rice,2021-22,1.51,5.02,3331.0,2021,4,True,,,,,,,,
Haryana,Jind,Rice,2022-23,1.74,5.73,3291.0,2022,4,True,3331.0,-1.2008405884118885,1.51,15.2317880794702,5.02,14.143426294820735,3331.0,-1.2008405884118885
Haryana,Jind,Rice,2023-24,1.66,7.01,4230.0,2023,4,True,3291.0,28.532360984503192,1.74,-4.5977011494252915,5.73,22.33856893542756,3311.0,27.755964965267292
Haryana,Jind,Rice,2024-25,1.69,5.59,3310.0,2024,4,True,4230.0,-21.749408983451538,1.66,1.8072289156626522,7.01,-20.256776034236804,3617.3333333333335,-8.496129745669005
Haryana,Jind,Wheat,2021-22,2.05,9.57,4660.0,2021,4,True,,,,,,,,
Haryana,Jind,Wheat,2022-23,2.02,9.85,4871.0,2022,4,True,4660.0,4.527896995708155,2.05,-1.463414634146332,9.57,2.92580982236154,4660.0,4.527896995708155
Haryana,Jind,Wheat,2023-24,2.01,9.8,4886.0,2023,4,True,4871.0,0.3079449804968179,2.02,-0.4950495049505065,9.85,-0.5076142131979587,4765.5,2.5285909138600355
Haryana,Jind,Wheat,2024-25,2.03,10.01,4922.0,2024,4,True,4886.0,0.7367990176013098,2.01,0.9950248756218916,9.8,2.142857142857133,4805.666666666667,2.420753277380863
Haryana,Kaithal,Maize,2021-22,0.0,0.0,3333.0,2021,3,False,,,,,,,,
Haryana,Kaithal,Maize,2022-23,0.0,0.0,3500.0,2022,3,False,3333.0,5.0105010501050105,0.0,,0.0,,3333.0,5.0105010501050105
Haryana,Kaithal,Maize,2024-25,0.0,0.0,3714.0,2024,3,False,3500.0,6.114285714285715,0.0,,0.0,,3416.5,8.707741841065419
Haryana,Kaithal,Rice,2021-22,1.76,7.1,4033.0,2021,4,True,,,,,,,,
Haryana,Kaithal,Rice,2022-23,1.79,7.81,4354.0,2022,4,True,4033.0,7.959335482271262,1.76,1.7045454545454561,7.1,10.0,4033.0,7.959335482271262
Haryana,Kaithal,Rice,2023-24,1.61,6.86,4253.0,2023,4,True,4354.0,-2.3197060174552133,1.79,-10.055865921787706,7.81,-12.163892445582578,4193.5,1.4188625253368308
Haryana,Kaithal,Rice,2024-25,1.62,6.59,4060.0,2024,4,True,4253.0,-4.537973195391489,1.61,0.6211180124223608,6.86,-3.9358600583090446,4213.333333333333,-3.639240506329107
Haryana,Kaithal,Wheat,2021-22,1.77,8.16,4623.0,2021,4,True,,,,,,,,
Haryana,Kaithal,Wheat,2022-23,1.8,8.48,4707.0,2022,4,True,4623.0,1.8170019467878002,1.77,1.6949152542372896,8.16,3.921568627450984,4623.0,1.8170019467878002
Haryana,Kaithal,Wheat,2023-24,1.74,8.93,5135.0,2023,4,True,4707.0,9.092840450393032,1.8,-3.333333333333336,8.48,5.3066037735848965,4665.0,10.07502679528403
Haryana,Kaithal,Wheat,2024-25,1.74,8.44,4865.0,2024,4,True,5135.0,-5.258033106134373,1.74,0.0,8.93,-5.487122060470327,4821.666666666667,0.8987210508122992
Haryana,Karnal,Maize,2021-22,0.0,0.01,4815.0,2021,4,True,,,,,,,,
Haryana,Karnal,Maize,2022-23,0.0,0.01,3333.0,2022,4,True,4815.0,-30.778816199376948,0.0,,0.01,0.0,4815.0,-30.778816199376948
Haryana,Karnal,Maize,2023-24,0.0,0.0,3685.0,2023,4,True,3333.0,10.561056105610561,0.0,,0.01,-100.0,4074.0,-9.548355424644084
Haryana,Karnal,Maize,2024-25,0.0,0.0,3714.0,2024,4,True,3685.0,0.7869742198100407,0.0,,0.0,,3944.3333333333335,-5.839601115524385
Haryana,Karnal,Rice,2021-22,1.76,6.8,3868.0,2021,4,True,,,,,,,,
Haryana,Karnal,Rice,2022-23,1.81,7.19,3970.0,2022,4,True,3868.0,2.637021716649431,1.76,2.8409090909090935,6.8,5.735294117647068,3868.0,2.637021716649431
Haryana,Karnal,Rice,2023-24,1.66,7.06,4242.0,2023,4,True,3970.0,6.851385390428212,1.81,-8.287292817679564,7.19,-1.80806675938805,3919.0,8.24189844348048
Haryana,Karnal,Rice,2024-25,1.72,7.38,4292.0,2024,4,True,4242.0,1.1786892975011787,1.66,3.6144578313253044,7.06,4.532577903682724,4026.6666666666665,6.5894039735099375
Haryana,Karnal,Wheat,2021-22,1.77,9.02,5105.0,2021,4,True,,,,,,,,
Haryana,Karnal,Wheat,2022-23,1.86,10.03,5385.0,2022,4,True,5105.0,5.484818805093046,1.77,5.084745762711869,9.02,11.197339246119732,5105.0,5.484818805093046
Haryana,Karnal,Wheat,2023-24,1.78,8.5,4761.0,2023,4,True,5385.0,-11.587743732590528,1.86,-4.3010752688172085,10.03,-15.254237288135588,5245.0,-9.227836034318399
Haryana,Karnal,Wheat,2024-25,1.58,7.75,4896.0,2024,4,True,4761.0,2.835538752362949,1.78,-11.235955056179773,8.5,-8.823529411764707,5083.666666666667,-3.6915612091010486
Haryana,Kurukshetra,Maize,2021-22,0.03,0.08,2865.0,2021,4,True,,,,,,,,
Haryana,Kurukshetra,Maize,2022-23,0.0,0.0,3333.0,2022,4,True,2865.0,16.335078534031414,0.03,-100.0,0.08,-100.0,2865.0,16.335078534031414
Haryana,Kurukshetra,Maize,2023-24,0.0,0.0,3685.0,2023,4,True,3333.0,10.561056105610561,0.0,,0.0,,3099.0,18.909325588899645
Haryana,Kurukshetra,Maize,2024-25,0.0,0.0,3714.0,2024,4,True,3685.0,0.7869742198100407,0.0,,0.0,,3294.3333333333335,12.739046848123033
Haryana,Kurukshetra,Rice,2021-22,1.25,5.94,4767.0,2021,4,True,,,,,,,,
Haryana,Kurukshetra,Rice,2022-23,1.3,5.88,4520.0,2022,4,True,4767.0,-5.181455842248794,1.25,4.0000000000000036,5.94,-1.0101010101010184,4767.0,-5.181455842248794
Haryana,Kurukshetra,Rice,2023-24,1.13,5.44,4825.0,2023,4,True,4520.0,6.7477876106194685,1.3,-13.076923076923089,5.88,-7.482993197278903,4643.5,3.908689566060084
Haryana,Kurukshetra,Rice,2024-25,1.1,5.22,4732.0,2024,4,True,4825.0,-1.927461139896373,1.13,-2.654867256637151,5.44,-4.044117647058835,4704.0,0.5952380952380952
Haryana,Kurukshetra,Wheat,2021-22,1.04,4.43,4256.0,2021,4,True,,,,,,,,
Haryana,Kurukshetra,Wheat,2022-23,1.06,5.06,4782.0,2022,4,True,4256.0,12.359022556390977,1.04,1.9230769230769247,4.43,14.221218961625281,4256.0,12.359022556390977
Haryana,Kurukshetra,Wheat,2023-24,1.04,4.97,4776.0,2023,4,True,4782.0,-0.12547051442910914,1.06,-1.8867924528301903,5.06,-1.7786561264822107,4519.0,5.687098915689312
Haryana,Kurukshetra,Wheat,2024-25,1.08,4.94,4571.0,2024,4,True,4776.0,-4.292294807370185,1.04,3.8461538461538494,4.97,-0.6036217303822808,4604.666666666667,-0.7311423193861365
Haryana,Mahendragarh,Maize,2021-22,0.0,0.0,0.0,2021,2,False,,,,,,,,
Haryana,Mahendragarh,Maize,2024-25,0.0,0.0,3714.0,2024,2,False,0.0,,0.0,,0.0,,0.0,
Haryana,Mahendragarh,Rice,2023-24,0.0,0.0,3822.0,2023,2,False,,,,,,,,
Haryana,Mahendragarh,Rice,2024-25,0.0,0.0,3766.0,2024,2,False,3822.0,-1.465201465201465,0.0,,0.0,,3822.0,-1.465201465201465
Haryana,Mahendragarh,Wheat,2021-22,0.26,1.2,4647.0,2021,4,True,,,,,,,,
Haryana,Mahendragarh,Wheat,2022-23,0.3,1.33,4428.0,2022,4,True,4647.0,-4.712717882504842,0.26,15.384615384615378,1.2,10.833333333333343,4647.0,-4.712717882504842
Haryana,Mahendragarh,Wheat,2023-24,0.28,1.36,4853.0,2023,4,True,4428.0,9.598012646793135,0.3,-6.666666666666654,1.33,2.2556390977443628,4537.5,6.953168044077135
Haryana,Mahendragarh,Wheat,2024-25,0.29,1.31,4518.0,2024,4,True,4853.0,-6.902946630949929,0.28,3.5714285714285547,1.36,-3.676470588235297,4642.666666666667,-2.685238368753596
Haryana,Nuh,Maize,2021-22,0.0,0.0,0.0,2021,1,False,,,,,,,,
Haryana,Nuh,Rice,2021-22,0.08,0.21,2544.0,2021,4,True,,,,,,,,
Haryana,Nuh,Rice,2022-23,0.12,0.25,2149.0,2022,4,True,2544.0,-15.526729559748428,0.08,49.999999999999986,0.21,19.04761904761905,2544.0,-15.526729559748428
Haryana,Nuh,Rice,2023-24,0.11,0.25,2268.0,2023,4,True,2149.0,5.537459283387622,0.12,-8.33333333333333,0.25,0.0,2346.5,-3.3454080545493285
Haryana,Nuh,Rice,2024-25,0.1,0.26,2510.0,2024,4,True,2268.0,10.670194003527337,0.11,-9.090909090909086,0.25,4.0000000000000036,2320.3333333333335,8.174112914811085
Haryana,Nuh,Wheat,2021-22,0.62,2.65,4262.0,2021,4,True,,,,,,,,
Haryana,Nuh,Wheat,2022-23,0.69,2.67,3897.0,2022,4,True,4262.0,-8.564054434537775,0.62,11.290322580645155,2.65,0.7547169811320762,4262.0,-8.564054434537775
Haryana,Nuh,Wheat,2023-24,0.68,2.66,3911.0,2023,4,True,3897.0,0.359250705671029,0.69,-1.449275362318826,2.67,-0.37453183520598454,4079.5,-4.130408138252236
Haryana,Nuh,Wheat,2024-25,0.69,2.93,4271.0,2024,4,True,3911.0,9.204806954743033,0.68,1.4705882352941024,2.66,10.150375939849624,4023.3333333333335,6.155758077879035
Haryana,Palwal,Maize,2021-22,0.0,0.0,3134.0,2021,2,False,,,,,,,,
Haryana,Palwal,Maize,2023-24,0.0,0.0,3685.0,2023,2,False,3134.0,17.581365666879385,0.0,,0.0,,3134.0,17.581365666879385
Haryana,Palwal,Rice,2021-22,0.34,0.97,2830.0,2021,4,True,,,,,,,,
Haryana,Palwal,Rice,2022-23,0.41,1.08,2652.0,2022,4,True,2830.0,-6.289752650176679,0.34,20.58823529411763,0.97,11.340206185567022,2830.0,-6.289752650176679
Haryana,Palwal,Rice,2023-24,0.36,1.1,3024.0,2023,4,True,2652.0,14.027149321266968,0.41,-12.19512195121951,1.08,1.8518518518518534,2741.0,10.324699014958044
Haryana,Palwal,Rice,2024-25,0.38,1.08,2820.0,2024,4,True,3024.0,-6.746031746031746,0.36,5.555555555555561,1.1,-1.8181818181818195,2835.3333333333335,-0.540794733129561
Haryana,Palwal,Wheat,2021-22,0.95,4.39,4641.0,2021,4,True,,,,,,,,
Haryana,Palwal,Wheat,2022-23,0.98,4.14,4237.0,2022,4,True,4641.0,-8.705020469726351,0.95,3.157894736842108,4.39,-5.694760820045559,4641.0,-8.705020469726351
Haryana,Palwal,Wheat,2023-24,0.97,4.36,4503.0,2023,4,True,4237.0,6.278026905829597,0.98,-1.020408163265307,4.14,5.314009661835764,4439.0,1.4417661635503491
Haryana,Palwal,Wheat,2024-25,0.95,4.2,4439.0,2024,4,True,4503.0,-1.421274705751721,0.97,-2.061855670103095,4.36,-3.6697247706422047,4460.333333333333,-0.47829011284656675
Haryana,Panchkula,Maize,2021-22,0.04,0.11,2962.0,2021,4,True,,,,,,,,
Haryana,Panchkula,Maize,2022-23,0.03,0.11,3328.0,2022,4,True,2962.0,12.35651586765699,0.04,-25.000000000000007,0.11,0.0,2962.0,12.35651586765699
Haryana,Panchkula,Maize,2023-24,0.04,0.13,3627.0,2023,4,True,3328.0,8.984375,0.03,33.33333333333334,0.11,18.181818181818183,3145.0,15.325914149443562
Haryana,Panchkula,Maize,2024-25,0.03,0.13,3742.0,2024,4,True,3627.0,3.170664460987042,0.04,-25.000000000000007,0.13,0.0,3305.6666666666665,13.199556317434713
Haryana,Panchkula,Rice,2021-22,0.14,0.55,4012.0,2021,4,True,,,,,,,,
Haryana,Panchkula,Rice,2022-23,0.13,0.34,2586.0,2022,4,True,4012.0,-35.54336989032901,0.14,-7.142857142857148,0.55,-38.18181818181819,4012.0,-35.54336989032901
Haryana,Panchkula,Rice,2023-24,0.12,0.59,4819.0,2023,4,True,2586.0,86.34957463263729,0.13,-7.692307692307699,0.34,73.52941176470587,3299.0,46.074568050924526
Haryana,Panchkula,Rice,2024-25,0.13,0.52,4052.0,2024,4,True,4819.0,-15.91616517949782,0.12,8.333333333333341,0.59,-11.864406779661008,3805.6666666666665,6.472803713760186
Haryana,Panchkula,Wheat,2021-22,0.19,0.73,3772.0,2021,4,True,,,,,,,,
Haryana,Panchkula,Wheat,2022-23,0.19,0.74,3832.0,2022,4,True,3772.0,1.5906680805938493,0.19,0.0,0.73,1.3698630136986314,3772.0,1.5906680805938493
Haryana,Panchkula,Wheat,2023-24,0.18,0.75,4071.0,2023,4,True,3832.0,6.236951983298539,0.19,-5.263157894736847,0.74,1.3513513513513526,3802.0,7.075223566543924
