State,District,Crop,Year,Area,Production,Yield,Years_ Available,Complete_4_year_history,Previous_Yield,Previous_yield_percentage,Previous_area,Previous_Area_Percentage,Previous_Production,Production_Change_Pct,History_avg_yield,Yield_Deviation_Pct,Crop_Year_Rainfall_mm,Rainy_Days,Heavy_Rain_Days,Days_Available,Monsoon_Rainfall_mm,Rabi_Rainfall_mm,Historical_Avg_Rainfall,Rainfall_Deviation_Pct
Haryana,Bhiwani,Rice,2021-22,0.22,0.47,2099.0,4,True,,,,,,,,,724.11,52,0,365,610.61,89.75,,
Haryana,Bhiwani,Rice,2022-23,0.26,0.73,2781.0,4,True,2099.0,32.491662696522155,0.22,18.181818181818183,0.47,55.319148936170215,2099.0,32.491662696522155,692.25,63,0,365,484.66,101.48,724.11,-4.399883995525544
Haryana,Bhiwani,Rice,2023-24,0.28,0.8,2808.0,4,True,2781.0,0.9708737864077668,0.26,7.692307692307699,0.73,9.58904109589042,2440.0,15.081967213114757,449.71,40,0,366,351.34000000000003,89.54,708.1800000000001,-36.4977830495072
Haryana,Bhiwani,Rice,2024-25,0.32,1.23,3805.0,4,True,2808.0,35.50569800569801,0.28,14.285714285714276,0.8,53.74999999999999,2562.6666666666665,48.47814776274715,803.1,71,0,365,671.88,49.99,622.0233333333333,29.110912238018948
Haryana,Bhiwani,Wheat,2021-22,0.87,3.71,4271.0,4,True,,,,,,,,,724.11,52,0,365,610.61,89.75,,
Haryana,Bhiwani,Wheat,2022-23,0.91,3.71,4098.0,4,True,4271.0,-4.0505736361507845,0.87,4.597701149425292,3.71,0.0,4271.0,-4.0505736361507845,692.25,63,0,365,484.66,101.48,724.11,-4.399883995525544
Haryana,Bhiwani,Wheat,2023-24,0.93,4.01,4311.0,4,True,4098.0,5.197657393850659,0.91,2.1978021978022,3.71,8.086253369272232,4184.5,3.023061297646075,449.71,40,0,366,351.34000000000003,89.54,708.1800000000001,-36.4977830495072
Haryana,Bhiwani,Wheat,2024-25,1.0,4.76,4735.0,4,True,4311.0,9.835305033634889,0.93,7.526881720430103,4.01,18.703241895261847,4226.666666666667,12.026813880126175,803.1,71,0,365,671.88,49.99,622.0233333333333,29.110912238018948
Haryana,Charkhi Dadri,Maize,2021-22,0.0,0.0,0.0,1,False,,,,,,,,,953.05,59,0,365,782.92,139.18,,
Haryana,Charkhi Dadri,Rice,2021-22,0.05,0.09,1849.0,4,True,,,,,,,,,953.05,59,0,365,782.92,139.18,,
Haryana,Charkhi Dadri,Rice,2022-23,0.08,0.19,2445.0,4,True,1849.0,32.233639805300164,0.05,60.0,0.09,111.11111111111111,1849.0,32.233639805300164,821.2,76,1,365,583.28,139.09,953.05,-13.834531241802624
Haryana,Charkhi Dadri,Rice,2023-24,0.09,0.23,2579.0,4,True,2445.0,5.480572597137014,0.08,12.499999999999991,0.19,21.052631578947373,2147.0,20.121099208197485,483.28,49,0,366,406.18,66.57,887.125,-45.52289699873186
Haryana,Charkhi Dadri,Rice,2024-25,0.1,0.32,3175.0,4,True,2579.0,23.109732454439705,0.09,11.11111111111112,0.23,39.13043478260869,2291.0,38.58577040593627,805.28,72,0,365,649.88,53.05,752.5099999999999,7.012531394931642
Haryana,Charkhi Dadri,Wheat,2021-22,0.33,1.37,4124.0,4,True,,,,,,,,,953.05,59,0,365,782.92,139.18,,
Haryana,Charkhi Dadri,Wheat,2022-23,0.38,1.38,3660.0,4,True,4124.0,-11.251212415130942,0.33,15.151515151515149,1.37,0.7299270072992544,4124.0,-11.251212415130942,821.2,76,1,365,583.28,139.09,953.05,-13.834531241802624
Haryana,Charkhi Dadri,Wheat,2023-24,0.28,1.19,4250.0,4,True,3660.0,16.120218579234972,0.38,-26.315789473684205,1.38,-13.768115942028984,3892.0,9.1983556012333,483.28,49,0,366,406.18,66.57,887.125,-45.52289699873186
Haryana,Charkhi Dadri,Wheat,2024-25,0.43,1.98,4591.0,4,True,4250.0,8.023529411764706,0.28,53.57142857142856,1.19,66.38655462184875,4011.3333333333335,14.450722951637024,805.28,72,0,365,649.88,53.05,752.5099999999999,7.012531394931642
Haryana,Faridabad,Maize,2021-22,0.0,0.0,3000.0,4,True,,,,,,,,,993.13,70,1,365,726.0,225.4,,
Haryana,Faridabad,Maize,2022-23,0.0,0.0,3500.0,4,True,3000.0,16.666666666666664,0.0,,0.0,,3000.0,16.666666666666664,869.97,75,2,365,554.42,227.92,993.13,-12.401196218017779
Haryana,Faridabad,Maize,2023-24,0.0,0.0,3685.0,4,True,3500.0,5.285714285714286,0.0,,0.0,,3250.0,13.384615384615383,742.72,52,1,366,676.36,61.86,931.55,-20.27051688046803
Haryana,Faridabad,Maize,2024-25,0.0,0.0,3714.0,4,True,3685.0,0.7869742198100407,0.0,,0.0,,3395.0,9.396170839469807,916.61,68,0,365,805.27,34.379999999999995,868.6066666666667,5.526475351328948
Haryana,Faridabad,Rice,2021-22,0.15,0.33,2218.0,4,True,,,,,,,,,993.13,70,1,365,726.0,225.4,,
Haryana,Faridabad,Rice,2022-23,0.16,0.43,2659.0,4,True,2218.0,19.88277727682597,0.15,6.666666666666673,0.33,30.30303030303029,2218.0,19.88277727682597,869.97,75,2,365,554.42,227.92,993.13,-12.401196218017779
Haryana,Faridabad,Rice,2023-24,0.14,0.37,2743.0,4,True,2659.0,3.159082361790147,0.16,-12.499999999999991,0.43,-13.953488372093023,2438.5,12.487184744720114,742.72,52,1,366,676.36,61.86,931.55,-20.27051688046803
Haryana,Faridabad,Rice,2024-25,0.15,0.43,2874.0,4,True,2743.0,4.775792927451696,0.14,7.142857142857128,0.37,16.216216216216218,2540.0,13.149606299212598,916.61,68,0,365,805.27,34.379999999999995,868.6066666666667,5.526475351328948
Haryana,Faridabad,Wheat,2021-22,0.29,1.12,3916.0,4,True,,,,,,,,,993.13,70,1,365,726.0,225.4,,
Haryana,Faridabad,Wheat,2022-23,0.28,1.18,4139.0,4,True,3916.0,5.694586312563841,0.29,-3.4482758620689493,1.12,5.357142857142842,3916.0,5.694586312563841,869.97,75,2,365,554.42,227.92,993.13,-12.401196218017779
Haryana,Faridabad,Wheat,2023-24,0.29,1.33,4531.0,4,True,4139.0,9.470886687605702,0.28,3.5714285714285547,1.18,12.711864406779677,4027.5,12.50155183116077,742.72,52,1,366,676.36,61.86,931.55,-20.27051688046803
Haryana,Faridabad,Wheat,2024-25,0.32,1.33,4135.0,4,True,4531.0,-8.739792540278083,0.29,10.344827586206906,1.33,0.0,4195.333333333333,-1.4381058318766813,916.61,68,0,365,805.27,34.379999999999995,868.6066666666667,5.526475351328948
Haryana,Fatehabad,Maize,2021-22,0.0,0.0,1622.0,4,True,,,,,,,,,707.09,55,1,365,550.04,113.95,,
Haryana,Fatehabad,Maize,2022-23,0.0,0.0,2000.0,4,True,1622.0,23.304562268803945,0.0,,0.0,,1622.0,23.304562268803945,764.6700000000001,62,1,365,597.2,72.37,707.09,8.143234948874973
Haryana,Fatehabad,Maize,2023-24,0.0,0.0,3685.0,4,True,2000.0,84.25,0.0,,0.0,,1811.0,103.47874102705688,544.41,49,1,366,362.89,170.38,735.8800000000001,-26.01918791107247
Haryana,Fatehabad,Maize,2024-25,0.0,0.0,3714.0,4,True,3685.0,0.7869742198100407,0.0,,0.0,,2435.6666666666665,52.48391952921857,689.23,66,0,365,537.01,61.66,672.0566666666667,2.555340075489659
Haryana,Fatehabad,Rice,2021-22,1.29,5.24,4057.0,4,True,,,,,,,,,707.09,55,1,365,550.04,113.95,,
Haryana,Fatehabad,Rice,2022-23,1.4,5.86,4190.0,4,True,4057.0,3.278284446635445,1.29,8.527131782945727,5.24,11.832061068702291,4057.0,3.278284446635445,764.6700000000001,62,1,365,597.2,72.37,707.09,8.143234948874973
Haryana,Fatehabad,Rice,2023-24,1.34,5.66,4212.0,4,True,4190.0,0.5250596658711217,1.4,-4.285714285714274,5.86,-3.4129692832764533,4123.5,2.1462349945434704,544.41,49,1,366,362.89,170.38,735.8800000000001,-26.01918791107247
Haryana,Fatehabad,Rice,2024-25,1.4,6.0,4272.0,4,True,4212.0,1.4245014245014245,1.34,4.477611940298495,5.66,6.007067137809185,4153.0,2.865398507103299,689.23,66,0,365,537.01,61.66,672.0566666666667,2.555340075489659
Haryana,Fatehabad,Wheat,2021-22,1.84,8.59,4665.0,4,True,,,,,,,,,707.09,55,1,365,550.04,113.95,,
Haryana,Fatehabad,Wheat,2022-23,1.82,9.37,5139.0,4,True,4665.0,10.160771704180064,1.84,-1.0869565217391313,8.59,9.080325960419083,4665.0,10.160771704180064,764.6700000000001,62,1,365,597.2,72.37,707.09,8.143234948874973
Haryana,Fatehabad,Wheat,2023-24,1.8,8.98,4986.0,4,True,5139.0,-2.9772329246935203,1.82,-1.0989010989011,9.37,-4.162219850586967,4902.0,1.713586291309669,544.41,49,1,366,362.89,170.38,735.8800000000001,-26.01918791107247
Haryana,Fatehabad,Wheat,2024-25,1.83,9.74,5308.0,4,True,4986.0,6.45808263136783,1.8,1.666666666666668,8.98,8.463251670378616,4930.0,7.667342799188641,689.23,66,0,365,537.01,61.66,672.0566666666667,2.555340075489659
Haryana,Gurugram,Maize,2021-22,0.0,0.0,2941.0,3,False,,,,,,,,,1090.13,69,1,365,858.15,190.87,,
Haryana,Gurugram,Maize,2022-23,0.0,0.0,3000.0,3,False,2941.0,2.0061203672220334,0.0,,0.0,,2941.0,2.0061203672220334,876.65,74,1,365,586.31,196.1,1090.13,-19.58298551548899
Haryana,Gurugram,Maize,2024-25,0.0,0.0,3714.0,3,False,3000.0,23.8,0.0,,0.0,,2970.5,25.02945632048477,891.21,69,0,365,736.55,48.88,862.9,3.2807973113918254
Haryana,Gurugram,Rice,2021-22,0.05,0.13,2778.0,4,True,,,,,,,,,1090.13,69,1,365,858.15,190.87,,
Haryana,Gurugram,Rice,2022-23,0.05,0.13,2870.0,4,True,2778.0,3.311735061195104,0.05,0.0,0.13,0.0,2778.0,3.311735061195104,876.65,74,1,365,586.31,196.1,1090.13,-19.58298551548899
Haryana,Gurugram,Rice,2023-24,0.03,0.08,2289.0,4,True,2870.0,-20.243902439024392,0.05,-40.00000000000001,0.13,-38.46153846153847,2824.0,-18.944759206798867,621.92,53,0,366,558.06,55.12,983.3900000000001,-36.75754278566999
Haryana,Gurugram,Rice,2024-25,0.04,0.11,2978.0,4,True,2289.0,30.10048055919616,0.03,33.33333333333334,0.08,37.5,2645.6666666666665,12.56142119188611,891.21,69,0,365,736.55,48.88,862.9,3.2807973113918254
Haryana,Gurugram,Wheat,2021-22,0.36,1.69,4673.0,4,True,,,,,,,,,1090.13,69,1,365,858.15,190.87,,
Haryana,Gurugram,Wheat,2022-23,0.34,1.51,4499.0,4,True,4673.0,-3.723518082602183,0.36,-5.555555555555546,1.69,-10.650887573964493,4673.0,-3.723518082602183,876.65,74,1,365,586.31,196.1,1090.13,-19.58298551548899
Haryana,Gurugram,Wheat,2023-24,0.32,1.42,4403.0,4,True,4499.0,-2.133807512780618,0.34,-5.8823529411764754,1.51,-5.960264900662257,4586.0,-3.990405582206716,621.92,53,0,366,558.06,55.12,983.3900000000001,-36.75754278566999
Haryana,Gurugram,Wheat,2024-25,0.33,1.33,4039.0,4,True,4403.0,-8.267090620031796,0.32,3.1250000000000027,1.42,-6.338028169014074,4525.0,-10.740331491712707,891.21,69,0,365,736.55,48.88,862.9,3.2807973113918254
Haryana,Hisar,Maize,2021-22,0.0,0.0,3913.0,4,True,,,,,,,,,723.02,52,1,365,590.73,98.17,,
Haryana,Hisar,Maize,2022-23,0.0,0.0,3500.0,4,True,3913.0,-10.554561717352415,0.0,,0.0,,3913.0,-10.554561717352415,710.95,63,1,365,536.51,71.94,723.02,-1.6693867389560368
Haryana,Hisar,Maize,2023-24,0.0,0.0,3685.0,4,True,3500.0,5.285714285714286,0.0,,0.0,,3706.5,-0.5800620531498718,473.46,42,1,366,312.56,151.47,716.985,-33.96514571434549
Haryana,Hisar,Maize,2024-25,0.0,0.0,2048.0,4,True,3685.0,-44.42333785617368,0.0,,0.0,,3699.3333333333335,-44.63867363488917,722.5699999999999,63,0,365,571.11,55.74,635.8100000000001,13.645585945486838
Haryana,Hisar,Rice,2021-22,0.83,2.39,2882.0,4,True,,,,,,,,,723.02,52,1,365,590.73,98.17,,
Haryana,Hisar,Rice,2022-23,0.98,3.04,3096.0,4,True,2882.0,7.425399028452463,0.83,18.07228915662651,2.39,27.196652719665263,2882.0,7.425399028452463,710.95,63,1,365,536.51,71.94,723.02,-1.6693867389560368
Haryana,Hisar,Rice,2023-24,1.05,3.31,3156.0,4,True,3096.0,1.937984496124031,0.98,7.1428571428571495,3.04,8.881578947368421,2989.0,5.587152893944463,473.46,42,1,366,312.56,151.47,716.985,-33.96514571434549
Haryana,Hisar,Rice,2024-25,1.11,3.62,3248.0,4,True,3156.0,2.915082382762991,1.05,5.714285714285719,3.31,9.365558912386708,3044.6666666666665,6.678344646376182,722.5699999999999,63,0,365,571.11,55.74,635.8100000000001,13.645585945486838
Haryana,Hisar,Wheat,2021-22,2.07,9.61,4644.0,4,True,,,,,,,,,723.02,52,1,365,590.73,98.17,,
Haryana,Hisar,Wheat,2022-23,2.08,10.39,4990.0,4,True,4644.0,7.450473729543497,2.07,0.4830917874396246,9.61,8.116545265348607,4644.0,7.450473729543497,710.95,63,1,365,536.51,71.94,723.02,-1.6693867389560368
Haryana,Hisar,Wheat,2023-24,2.33,10.6,4546.0,4,True,4990.0,-8.897795591182364,2.08,12.019230769230768,10.39,2.021174205967267,4817.0,-5.6259082416441775,473.46,42,1,366,312.56,151.47,716.985,-33.96514571434549
Haryana,Hisar,Wheat,2024-25,2.24,10.96,4883.0,4,True,4546.0,7.41311042674879,2.33,-3.8626609442060023,10.6,3.3962264150943517,4726.666666666667,3.3074753173483717,722.5699999999999,63,0,365,571.11,55.74,635.8100000000001,13.645585945486838
Haryana,Jhajjar,Maize,2021-22,0.0,0.0,3120.0,4,True,,,,,,,,,1090.13,69,1,365,858.15,190.87,,
Haryana,Jhajjar,Maize,2022-23,0.0,0.0,3333.0,4,True,3120.0,6.826923076923077,0.0,,0.0,,3120.0,6.826923076923077,876.65,74,1,365,586.31,196.1,1090.13,-19.58298551548899
Haryana,Jhajjar,Maize,2023-24,0.0,0.0,3685.0,4,True,3333.0,10.56105610561056,0.0,,0.0,,3226.5,14.21044475437781,621.92,53,0,366,558.06,55.12,983.3900000000001,-36.75754278566999
Haryana,Jhajjar,Maize,2024-25,0.0,0.0,3714.0,4,True,3685.0,0.7869742198100407,0.0,,0.0,,3379.333333333333,9.903333990925226,891.21,69,0,365,736.55,48.88,862.9,3.2807973113918254
Haryana,Jhajjar,Rice,2021-22,0.39,1.04,2685.0,4,True,,,,,,,,,1090.13,69,1,365,858.15,190.87,,
Haryana,Jhajjar,Rice,2022-23,0.53,1.49,2791.0,4,True,2685.0,3.9478584729981376,0.39,35.8974358974359,1.04,43.26923076923077,2685.0,3.9478584729981376,876.65,74,1,365,586.31,196.1,1090.13,-19.58298551548899
Haryana,Jhajjar,Rice,2023-24,0.55,1.52,2781.0,4,True,2791.0,-0.3582945180938731,0.53,3.773584905660381,1.49,2.0134228187919483,2738.0,1.5704894083272465,621.92,53,0,366,558.06,55.12,983.3900000000001,-36.75754278566999
Haryana,Jhajjar,Rice,2024-25,0.58,1.82,3169.0,4,True,2781.0,13.951815893563465,0.55,5.454545454545439,1.52,19.73684210526316,2752.333333333333,15.138670219207938,891.21,69,0,365,736.55,48.88,862.9,3.2807973113918254
Haryana,Jhajjar,Wheat,2021-22,0.8,3.53,4400.0,4,True,,,,,,,,,1090.13,69,1,365,858.15,190.87,,
Haryana,Jhajjar,Wheat,2022-23,0.95,4.12,4355.0,4,True,4400.0,-1.0227272727272727,0.8,18.74999999999999,3.53,16.713881019830037,4400.0,-1.0227272727272727,876.65,74,1,365,586.31,196.1,1090.13,-19.58298551548899
Haryana,Jhajjar,Wheat,2023-24,0.93,4.39,4715.0,4,True,4355.0,8.266360505166476,0.95,-2.105263157894727,4.12,6.553398058252418,4377.5,7.709880068532267,621.92,53,0,366,558.06,55.12,983.3900000000001,-36.75754278566999
Haryana,Jhajjar,Wheat,2024-25,0.98,4.5,4616.0,4,True,4715.0,-2.099681866383881,0.93,5.376344086021498,4.39,2.5056947608200533,4490.0,2.8062360801781736,891.21,69,0,365,736.55,48.88,862.9,3.2807973113918254
Haryana,Jind,Maize,2021-22,0.0,0.0,3333.0,3,False,,,,,,,,,993.4,65,3,365,781.56,158.01,,
Haryana,Jind,Maize,2022-23,0.0,0.0,3000.0,3,False,3333.0,-9.99099909990999,0.0,,0.0,,3333.0,-9.99099909990999,1063.66,79,3,365,840.51,118.07,993.4,7.07267968592713
Haryana,Jind,Maize,2024-25,0.0,0.0,3714.0,3,False,3000.0,23.8,0.0,,0.0,,3166.5,17.290383704405496,777.09,74,0,365,600.7,71.72,879.93,-11.687293307422172
Haryana,Jind,Rice,2021-22,1.51,5.02,3331.0,4,True,,,,,,,,,993.4,65,3,365,781.56,158.01,,
Haryana,Jind,Rice,2022-23,1.74,5.73,3291.0,4,True,3331.0,-1.2008405884118885,1.51,15.2317880794702,5.02,14.143426294820737,3331.0,-1.2008405884118885,1063.66,79,3,365,840.51,118.07,993.4,7.07267968592713
Haryana,Jind,Rice,2023-24,1.66,7.01,4230.0,4,True,3291.0,28.532360984503192,1.74,-4.597701149425292,5.73,22.33856893542756,3311.0,27.75596496526729,582.73,50,0,366,447.69,121.59,1028.53,-43.34341244300117
Haryana,Jind,Rice,2024-25,1.69,5.59,3310.0,4,True,4230.0,-21.749408983451534,1.66,1.807228915662652,7.01,-20.256776034236804,3617.3333333333335,-8.496129745669005,777.09,74,0,365,600.7,71.72,879.93,-11.687293307422172
Haryana,Jind,Wheat,2021-22,2.05,9.57,4660.0,4,True,,,,,,,,,993.4,65,3,365,781.56,158.01,,
Haryana,Jind,Wheat,2022-23,2.02,9.85,4871.0,4,True,4660.0,4.527896995708155,2.05,-1.463414634146332,9.57,2.92580982236154,4660.0,4.527896995708155,1063.66,79,3,365,840.51,118.07,993.4,7.07267968592713
Haryana,Jind,Wheat,2023-24,2.01,9.8,4886.0,4,True,4871.0,0.3079449804968179,2.02,-0.4950495049505065,9.85,-0.5076142131979587,4765.5,2.5285909138600355,582.73,50,0,366,447.69,121.59,1028.53,-43.34341244300117
Haryana,Jind,Wheat,2024-25,2.03,10.01,4922.0,4,True,4886.0,0.7367990176013098,2.01,0.9950248756218916,9.8,2.142857142857133,4805.666666666667,2.420753277380863,777.09,74,0,365,600.7,71.72,879.93,-11.687293307422172
Haryana,Kaithal,Maize,2021-22,0.0,0.0,3333.0,3,False,,,,,,,,,964.2,67,2,365,730.62,175.89,,
Haryana,Kaithal,Maize,2022-23,0.0,0.0,3500.0,3,False,3333.0,5.0105010501050105,0.0,,0.0,,3333.0,5.0105010501050105,1107.44,77,2,365,874.65,123.35,964.2,14.855839037544078
Haryana,Kaithal,Maize,2024-25,0.0,0.0,3714.0,3,False,3500.0,6.114285714285715,0.0,,0.0,,3416.5,8.707741841065419,892.31,78,0,365,718.95,84.78999999999999,959.61,-7.01326580590032
Haryana,Kaithal,Rice,2021-22,1.76,7.1,4033.0,4,True,,,,,,,,,964.2,67,2,365,730.62,175.89,,
Haryana,Kaithal,Rice,2022-23,1.79,7.81,4354.0,4,True,4033.0,7.959335482271262,1.76,1.704545454545456,7.1,10.0,4033.0,7.959335482271262,1107.44,77,2,365,874.65,123.35,964.2,14.855839037544078
Haryana,Kaithal,Rice,2023-24,1.61,6.86,4253.0,4,True,4354.0,-2.3197060174552133,1.79,-10.055865921787706,7.81,-12.163892445582578,4193.5,1.4188625253368308,807.19,65,3,366,664.9,125.79,1035.8200000000002,-22.072367785908757
Haryana,Kaithal,Rice,2024-25,1.62,6.59,4060.0,4,True,4253.0,-4.537973195391489,1.61,0.6211180124223608,6.86,-3.9358600583090446,4213.333333333333,-3.639240506329107,892.31,78,0,365,718.95,84.78999999999999,959.61,-7.01326580590032
Haryana,Kaithal,Wheat,2021-22,1.77,8.16,4623.0,4,True,,,,,,,,,964.2,67,2,365,730.62,175.89,,
Haryana,Kaithal,Wheat,2022-23,1.8,8.48,4707.0,4,True,4623.0,1.8170019467878,1.77,1.6949152542372896,8.16,3.921568627450984,4623.0,1.8170019467878,1107.44,77,2,365,874.65,123.35,964.2,14.855839037544078
Haryana,Kaithal,Wheat,2023-24,1.74,8.93,5135.0,4,True,4707.0,9.092840450393032,1.8,-3.333333333333336,8.48,5.3066037735848965,4665.0,10.07502679528403,807.19,65,3,366,664.9,125.79,1035.8200000000002,-22.072367785908757
Haryana,Kaithal,Wheat,2024-25,1.74,8.44,4865.0,4,True,5135.0,-5.258033106134373,1.74,0.0,8.93,-5.487122060470327,4821.666666666667,0.8987210508122992,892.31,78,0,365,718.95,84.78999999999999,959.61,-7.01326580590032
Haryana,Karnal,Maize,2021-22,0.0,0.01,4815.0,4,True,,,,,,,,,1213.88,79,2,365,949.14,207.35,,
Haryana,Karnal,Maize,2022-23,0.0,0.01,3333.0,4,True,4815.0,-30.778816199376948,0.0,,0.01,0.0,4815.0,-30.778816199376948,1240.21,83,3,365,950.58,182.59,1213.88,2.1690776683032857
Haryana,Karnal,Maize,2023-24,0.0,0.0,3685.0,4,True,3333.0,10.56105610561056,0.0,,0.01,-100.0,4074.0,-9.548355424644084,734.04,59,0,366,640.19,81.92,1227.045,-40.17823307213673
Haryana,Karnal,Maize,2024-25,0.0,0.0,3714.0,4,True,3685.0,0.7869742198100407,0.0,,0.0,,3944.3333333333335,-5.839601115524385,1026.07,85,0,365,837.01,73.23,1062.71,-3.447789142851775
Haryana,Karnal,Rice,2021-22,1.76,6.8,3868.0,4,True,,,,,,,,,1213.88,79,2,365,949.14,207.35,,
Haryana,Karnal,Rice,2022-23,1.81,7.19,3970.0,4,True,3868.0,2.637021716649431,1.76,2.840909090909093,6.8,5.735294117647068,3868.0,2.637021716649431,1240.21,83,3,365,950.58,182.59,1213.88,2.1690776683032857
Haryana,Karnal,Rice,2023-24,1.66,7.06,4242.0,4,True,3970.0,6.851385390428212,1.81,-8.287292817679564,7.19,-1.80806675938805,3919.0,8.24189844348048,734.04,59,0,366,640.19,81.92,1227.045,-40.17823307213673
Haryana,Karnal,Rice,2024-25,1.72,7.38,4292.0,4,True,4242.0,1.178689297501179,1.66,3.614457831325304,7.06,4.532577903682724,4026.6666666666665,6.5894039735099375,1026.07,85,0,365,837.01,73.23,1062.71,-3.447789142851775
Haryana,Karnal,Wheat,2021-22,1.77,9.02,5105.0,4,True,,,,,,,,,1213.88,79,2,365,949.14,207.35,,
Haryana,Karnal,Wheat,2022-23,1.86,10.03,5385.0,4,True,5105.0,5.484818805093046,1.77,5.084745762711869,9.02,11.197339246119732,5105.0,5.484818805093046,1240.21,83,3,365,950.58,182.59,1213.88,2.1690776683032857
Haryana,Karnal,Wheat,2023-24,1.78,8.5,4761.0,4,True,5385.0,-11.587743732590528,1.86,-4.3010752688172085,10.03,-15.254237288135588,5245.0,-9.2278360343184,734.04,59,0,366,640.19,81.92,1227.045,-40.17823307213673
Haryana,Karnal,Wheat,2024-25,1.58,7.75,4896.0,4,True,4761.0,2.835538752362949,1.78,-11.235955056179773,8.5,-8.823529411764707,5083.666666666667,-3.691561209101049,1026.07,85,0,365,837.01,73.23,1062.71,-3.447789142851775
Haryana,Kurukshetra,Maize,2021-22,0.03,0.08,2865.0,4,True,,,,,,,,,1305.16,89,2,365,1021.28,222.06,,
Haryana,Kurukshetra,Maize,2022-23,0.0,0.0,3333.0,4,True,2865.0,16.335078534031414,0.03,-100.0,0.08,-100.0,2865.0,16.335078534031414,1447.9,97,2,365,1138.23,176.62,1305.16,10.936590149866683
Haryana,Kurukshetra,Maize,2023-24,0.0,0.0,3685.0,4,True,3333.0,10.56105610561056,0.0,,0.0,,3099.0,18.909325588899645,1033.57,78,2,366,905.44,110.6,1376.5300000000002,-24.91482205255245
Haryana,Kurukshetra,Maize,2024-25,0.0,0.0,3714.0,4,True,3685.0,0.7869742198100407,0.0,,0.0,,3294.333333333333,12.739046848123031,1273.31,104,0,365,1059.56,98.0,1262.21,0.8794099238636922
